temp,f_zz,v_z,e_pot,t,v_z_0,rate,v_x,v_y
298.549154829419138,7.093892585426135,288.943699242552043,-190610.432325420784764,42000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.025703684212260,6.479300762241325,289.030019805958489,-190623.086800783232320,45000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.338504064486472,7.162370480218010,289.116340369364991,-190623.581394040607847,48000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
302.591647182360362,7.691724320371680,289.202660932771437,-190642.480748409347143,51000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
301.914521340844487,7.211219185798956,289.288981496177882,-190640.696975711034611,54000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
302.356223228161525,8.318202270592622,289.375302059584328,-190642.355988931725733,57000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.678616078638981,8.620672007947881,289.461622622990831,-190636.843457046663389,60000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
301.004924890957113,8.774012927951546,289.547943186397276,-190637.505681504349923,63000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.005469819104974,10.115342946342619,289.634263749803722,-190627.262608940654900,66000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
296.827427342195392,9.979985150182994,289.720584313210168,-190603.375128141778987,69000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
297.874913739497572,10.800597901496630,289.806904876616613,-190605.318051903275773,72000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
298.466512875641229,11.692965349369720,289.893225440023116,-190607.612380604055943,75000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
298.449622198921077,11.194039350281587,289.979546003429562,-190602.232580430107191,78000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.260187327143797,12.180205233516496,290.065866566836007,-190604.627484700642526,81000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.668392181301215,12.268026898748854,290.152187130242453,-190615.652236930443905,84000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.501524458460551,12.309909300364676,290.238507693648955,-190612.496757747780066,87000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
301.383174767457490,13.335649890675178,290.324828257055401,-190618.937336695526028,90000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.775766578014668,13.119710851608348,290.411148820461847,-190607.761456486477982,93000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.662921875700874,13.653992068889611,290.497469383868292,-190613.126020583324134,96000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.449106207193211,14.515122982367211,290.583789947274738,-190604.732434603734873,99000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.027094182952681,14.359064116006570,290.670110510681241,-190605.037780470767757,102000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.237875457443465,15.170372241705859,290.756431074087686,-190597.132902109762654,105000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
298.644674021091191,15.686447903629395,290.842751637494132,-190591.164774361357559,108000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.725088199409754,15.578398850047686,290.929072200900578,-190595.000051726528909,111000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.106440252626840,16.517546307906088,291.015392764307080,-190596.101154513977235,114000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.245498073814929,16.680445621186031,291.101713327713526,-190593.587350312358467,117000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.084844219090542,16.881225589174875,291.188033891119971,-190590.614009034878109,120000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.794567989168343,17.629888827427180,291.274354454526417,-190594.397518976853462,123000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.691224990373712,17.354600069486995,291.360675017932863,-190591.363071168045281,126000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
301.005837035292870,18.134188630069204,291.446995581339365,-190593.305883215158246,129000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.887782948037511,18.762932436616531,291.533316144745811,-190590.328435140138026,132000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.297361055974420,18.521982662925865,291.619636708152257,-190584.730994898418430,135000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
298.669818753712264,19.414154256792845,291.705957271558702,-190571.325726634066086,138000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
298.967245622134612,19.692423353779496,291.792277834965205,-190569.288625198765658,141000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.819685147919358,19.757657582219817,291.878598398371651,-190572.446533870301209,144000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
298.305366572439482,20.794235712165587,291.964918961778096,-190560.019155794929247,147000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.617155135576127,20.532425803766245,292.051239525184542,-190565.421615133003797,150000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.740763050108910,20.848137500125361,292.137560088591044,-190564.982046401040861,153000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.080085367858089,21.704083796849332,292.223880651997490,-190565.479469698067987,156000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.286238850514280,21.188935473616702,292.310201215403936,-190564.816281844599871,159000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.789985740642805,22.162482984552447,292.396521778810381,-190565.176473611820256,162000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.829582113613412,22.591225970491571,292.482842342216827,-190562.852684333658544,165000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
301.295842737729004,22.220006215880279,292.569162905623330,-190563.775298117456259,168000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
298.918888683808916,23.327733854451715,292.655483469029775,-190545.817782135854941,171000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.351344530524671,23.408623849303133,292.741804032436221,-190553.101401895051822,174000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.760682131732096,23.437523065811298,292.828124595842667,-190545.863959427602822,177000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.205950976601684,24.380421193364135,292.914445159249169,-190545.309811271668877,180000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.733770062326812,24.094763475544870,293.000765722655615,-190539.255325734877260,183000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.095176206183908,24.693941379963501,293.087086286062060,-190539.890106905775610,186000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
301.270320229423589,25.310747422438439,293.173406849468506,-190544.477814813377336,189000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.939634625658073,24.955395328617115,293.259727412874952,-190541.582288393954514,192000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.043185197890011,25.660985617449029,293.346047976281454,-190531.278953873144928,195000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.601225767936853,26.043964512385028,293.432368539687900,-190532.960300898877904,198000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.905218700033345,25.998962101727990,293.518689103094346,-190526.322693129361141,201000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.726754201507333,26.858244257852249,293.605009666500791,-190527.236436831415631,204000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.861562276572386,26.846764871024352,293.691330229907294,-190519.864921476109885,207000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.124580122451221,26.941934273995791,293.777650793313740,-190516.909206115582492,210000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.011800467858052,27.778724818417896,293.863971356720185,-190512.697369307570625,213000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.420297669503725,27.642049416400532,293.950291920126631,-190506.694280660885852,216000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.513944768173019,28.123258660753240,294.036612483533077,-190510.332429957372369,219000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.897008951332850,28.512307987102709,294.122933046939579,-190503.065312957769493,222000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.592689566385161,28.342826419231223,294.209253610346025,-190499.331934680347331,225000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.944295910004769,28.924036214781538,294.295574173752470,-190498.384066025580978,228000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.733323571085180,29.259019843712757,294.381894737158916,-190499.577761112945154,231000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.336658500909436,29.337385673807219,294.468215300565419,-190495.298929178854451,234000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.246950158765628,30.115675123206795,294.554535863971864,-190489.864752908732044,237000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.745630051366163,30.116443486665837,294.640856427378310,-190484.101891092461301,240000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.817971867052847,30.302707373213600,294.727176990784756,-190481.990299281111220,243000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.338713787619270,30.812382422740235,294.813497554191258,-190475.325284035527147,246000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.156998120905712,30.793709237731367,294.899818117597704,-190471.335389367915923,249000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
298.748392672096202,31.302495230237302,294.986138681004149,-190464.537304261466488,252000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.384853417497709,31.568173670557350,295.072459244410595,-190471.876173890021164,255000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
301.383544318190616,31.599117884332941,295.158779807817041,-190474.674757377943024,258000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.202020997927264,32.107839461724268,295.245100371223543,-190457.428292730066460,261000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
301.080582596473278,32.211590126129060,295.331420934629989,-190467.046458137163427,264000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.076722258348752,32.250864767912226,295.417741498036435,-190450.344279468437890,267000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.612806697206452,32.934822587801911,295.504062061442880,-190457.163958789140452,270000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.548108937306608,32.913949818772998,295.590382624849383,-190453.120906102878507,273000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.540857784430273,33.056263946056134,295.676703188255829,-190450.235945964144776,276000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.313561763685698,33.758027772768763,295.763023751662274,-190436.978987213282380,279000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.332057632454962,33.611111150089812,295.849344315068720,-190442.373009642353281,282000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.210611402325014,33.929196463068536,295.935664878475166,-190437.454496607795591,285000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.940160462164329,34.325031638910986,296.021985441881668,-190438.367205633898266,288000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.314541449803130,34.460192012892932,296.108306005288114,-190431.427248186577344,291000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.106374813154162,34.743898751480415,296.194626568694559,-190425.615144582465291,294000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.786681608845527,35.048667044268292,296.280947132101005,-190425.516360863402952,297000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.997320959288970,35.135174133255319,296.367267695507508,-190416.947700257005636,300000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.605640317334235,35.575370723949433,296.453588258913953,-190417.258416105352808,303000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
301.053996917680138,35.670294303064004,296.539908822320399,-190416.723279215162620,306000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.562157782417671,35.860039114332110,296.626229385726845,-190403.841438232135260,309000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.895527179697808,36.352784288058089,296.712549949133290,-190402.441890598944155,312000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
301.306982206893281,36.298181623452251,296.798870512539793,-190408.787155840313062,315000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.517401651545583,36.596273583831803,296.885191075946238,-190391.788241349742748,318000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.616113538048978,37.066420395490880,296.971511639352684,-190388.156339883804321,321000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
301.033821494864696,37.013761195323831,297.057832202759130,-190394.216500453156186,324000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
301.732498488000715,37.361434773620623,297.144152766165632,-190394.198108793003485,327000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.527781624312752,37.593975490259211,297.230473329572078,-190384.018822276819265,330000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.781731206073118,37.375412872505450,297.316793892978524,-190375.359632453939412,333000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.118621529258974,38.006274810018681,297.403114456384969,-190373.949053951655515,336000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.036522430368052,38.008073106574976,297.489435019791472,-190369.229100857890444,339000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
301.400272387770144,37.962977237792813,297.575755583197918,-190375.121429575840011,342000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.373102733706617,38.693005744861381,297.662076146604363,-190357.372123294451740,345000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.911185884264967,38.683085195092715,297.748396710010809,-190356.745990180934314,348000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.443633637936784,38.792141781041458,297.834717273417255,-190349.737805781362113,351000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.238971719000517,39.485914854960434,297.921037836823757,-190343.225894962524762,354000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.913266820288413,39.174576593501385,298.007358400230203,-190344.223533833632246,357000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.474118706656441,39.650897975523662,298.093678963636648,-190336.756106379616540,360000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.274436024880913,39.875565851935910,298.179999527043094,-190338.433011904940940,363000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.404762973770517,39.640929603301430,298.266320090449597,-190336.394418893090915,366000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.914262560273585,40.133610787239363,298.352640653856042,-190328.115567496919539,369000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.006617569947252,40.391967638061800,298.438961217262488,-190318.951553939463338,372000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.837774604418598,40.197128633048450,298.525281780668934,-190326.638108877290506,375000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.588896975300884,40.886254981676664,298.611602344075379,-190313.698399103624979,378000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.424366963478008,40.929514498452377,298.697922907481882,-190308.739167072228156,381000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.222952963494549,40.971298833214064,298.784243470888327,-190309.723483557434520,384000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.749514813659914,41.494446969593241,298.870564034294773,-190308.457070895878132,387000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.011870798448115,41.336565243873416,298.956884597701219,-190299.079072341264691,390000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.936708563990976,41.407548262168014,299.043205161107721,-190301.608753809705377,393000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.352081384944995,42.029803053445860,299.129525724514167,-190286.223216306709219,396000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.812461425584843,41.525408219239885,299.215846287920613,-190294.169807531812694,399000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.140302088967815,42.018895191716922,299.302166851327058,-190284.276732074911706,402000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.303387465800768,42.465835684705048,299.388487414733504,-190273.744245591922663,405000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.267830697490865,42.214222534385556,299.474807978140007,-190269.865123601892265,408000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.792146265644931,42.583424048956424,299.561128541546452,-190275.829720602603629,411000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.729566606471167,43.006577458655684,299.647449104952898,-190263.844043349992717,414000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.278673262458426,42.479472355771847,299.733769668359344,-190263.495078108448070,417000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.997094042627225,42.948221238374295,299.820090231765846,-190256.954746858013095,420000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.499268968581475,43.390791964393458,299.906410795172292,-190256.374185026041232,423000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.813337355605313,43.077711202725574,299.992731358578737,-190254.623128422186710,426000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.318037400942046,43.515954535387209,300.079051921985183,-190246.981123003934044,429000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.824623824904904,43.823914478774427,300.165372485391629,-190245.273044295638101,432000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.682490709630713,43.693656610581755,300.251693048798131,-190241.009820898645557,435000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.317041788277606,44.102905002207450,300.338013612204577,-190233.669840733782621,438000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.531249443955232,44.060033453644422,300.424334175611023,-190230.901679294591304,441000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.707814660829001,44.070515719705895,300.510654739017468,-190220.942729451926425,444000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.653603352735388,44.649617286989681,300.596975302423971,-190221.833413065469358,447000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.714803093943999,44.334438289259175,300.683295865830416,-190218.780240164051065,450000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.265546800634638,44.549072878406520,300.769616429236862,-190204.650236493616831,453000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.481856146928124,45.080154613888190,300.855936992643308,-190201.685215169971343,456000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.543498122759217,44.713568149978244,300.942257556049810,-190204.080921359360218,459000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.022728543617802,45.052844198173219,301.028578119456256,-190189.318056068033911,462000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.282111276829824,45.442914190674408,301.114898682862702,-190192.767516737338156,465000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.023963522770885,45.097818707287743,301.201219246269147,-190180.972228424972855,468000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.848479234142530,45.453238402620727,301.287539809675593,-190181.477813791367225,471000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.631665609548918,45.736777842805935,301.373860373082096,-190182.044568951823749,474000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.260702974518153,45.369049209574101,301.460180936488541,-190168.962402934121201,477000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.749291596798173,45.721834793334239,301.546501499894987,-190173.624302860815078,480000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.441853530887045,46.059223499668214,301.632822063301433,-190166.735993741953280,483000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
301.433331929020881,45.790808177127602,301.719142626707935,-190169.497977968421765,486000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.510974091958701,46.201013323683313,301.805463190114381,-190152.189592308306601,489000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.691415982653211,46.342631910698643,301.891783753520826,-190148.315955073689111,492000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
298.923922655103524,46.169597963662795,301.978104316927272,-190139.308453831239603,495000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.047051949595243,46.511329682840994,302.064424880333718,-190141.737320386571810,498000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.263360197362033,46.608612520141151,302.150745443740220,-190138.822567561262986,501000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.795069070558895,46.600943740563530,302.237066007146666,-190137.685595429327805,504000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.310223787085874,46.781899463109966,302.323386570553112,-190122.343143418489490,507000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
298.852097488603192,46.850324684902439,302.409707133959557,-190114.801740937633440,510000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.503897738602063,46.963461756247483,302.496027697366060,-190121.908204079547431,513000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
298.817865197480387,47.198363681713673,302.582348260772505,-190104.322699558921158,516000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.080630424811829,47.197619868984482,302.668668824178951,-190109.433427845564438,519000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.507181993598806,47.208821326285928,302.754989387585397,-190107.369541150488658,522000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
299.190382671986413,47.389641539987132,302.841309950991899,-190093.262251223437488,525000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
302.141880752992449,47.375084124194089,302.927630514398345,-190108.761172334343428,528000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
300.710440850575139,47.080027308880148,303.013951077804791,-190100.177665898052510,531000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
301.181960501845651,45.979668870245838,303.100271641211236,-190129.386965597310336,534000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
301.345283400124288,46.000290708509581,303.186592204617682,-190137.073415338527411,537000.000000000000000,287.735211354861633,100000000.000000000000000,358.527104314653002,347.156310574009581
